Campaign,Location,Hedefleme Tipi,Not
GT | Search | Acil Tesisatçı | Avrupa,"Bebek, Beşiktaş, İstanbul",Yarıçap 3 km (radius targeting),Mahalle/semt: Bebek — konum ara kutusuna yazıp yarıçap seçin
GT | Search | Kamera ile Gider Kontrolu | Avrupa,"Sarıyer, İstanbul, Türkiye",İlçe (doğrudan hedefle),Google Ads listesinde ilçe olarak bulunur
GT | Search | Kamera ile Gider Kontrolu | Avrupa,"Beşiktaş, İstanbul, Türkiye",İlçe (doğrudan hedefle),Google Ads listesinde ilçe olarak bulunur
GT | Search | Kamera ile Gider Kontrolu | Avrupa,"Şişli, İstanbul, Türkiye",İlçe (doğrudan hedefle),Google Ads listesinde ilçe olarak bulunur
GT | Search | Kamera ile Gider Kontrolu | Avrupa,"Eyüpsultan, İstanbul, Türkiye",İlçe (doğrudan hedefle),Google Ads listesinde ilçe olarak bulunur
GT | Search | Kamera ile Gider Kontrolu | Avrupa,"Fatih, İstanbul, Türkiye",İlçe (doğrudan hedefle),Google Ads listesinde ilçe olarak bulunur
GT | Search | Kamera ile Gider Kontrolu | Avrupa,"Zeytinburnu, İstanbul, Türkiye",İlçe (doğrudan hedefle),Google Ads listesinde ilçe olarak bulunur
GT | Search | Kamera ile Gider Kontrolu | Avrupa,"Kağıthane, İstanbul, Türkiye",İlçe (doğrudan hedefle),Google Ads listesinde ilçe olarak bulunur
GT | Search | Kamera ile Gider Kontrolu | Avrupa,"Güngören, İstanbul, Türkiye",İlçe (doğrudan hedefle),Google Ads listesinde ilçe olarak bulunur
GT | Search | Kamera ile Gider Kontrolu | Avrupa,"Gaziosmanpaşa, İstanbul, Türkiye",İlçe (doğrudan hedefle),Google Ads listesinde ilçe olarak bulunur
GT | Search | Kamera ile Gider Kontrolu | Avrupa,"Beyoğlu, İstanbul, Türkiye",İlçe (doğrudan hedefle),Google Ads listesinde ilçe olarak bulunur
GT | Search | Kamera ile Gider Kontrolu | Avrupa,"Bayrampaşa, İstanbul, Türkiye",İlçe (doğrudan hedefle),Google Ads listesinde ilçe olarak bulunur
GT | Search | Kamera ile Gider Kontrolu | Avrupa,"Bakırköy, İstanbul, Türkiye",İlçe (doğrudan hedefle),Google Ads listesinde ilçe olarak bulunur
GT | Search | Kamera ile Gider Kontrolu | Avrupa,"Bahçelievler, İstanbul, Türkiye",İlçe (doğrudan hedefle),Google Ads listesinde ilçe olarak bulunur
GT | Search | Kamera ile Gider Kontrolu | Avrupa,"Bağcılar, İstanbul, Türkiye",İlçe (doğrudan hedefle),Google Ads listesinde ilçe olarak bulunur
GT | Search | Kamera ile Gider Kontrolu | Anadolu,"Kadıköy, İstanbul, Türkiye",İlçe (doğrudan hedefle),Google Ads listesinde ilçe olarak bulunur
GT | Search | Kamera ile Gider Kontrolu | Anadolu,"Moda, Kadıköy, İstanbul",Yarıçap 3 km (radius targeting),Mahalle/semt: Moda — konum ara kutusuna yazıp yarıçap seçin
GT | Search | Kamera ile Gider Kontrolu | Anadolu,"Fikirtepe, Kadıköy, İstanbul",Yarıçap 3 km (radius targeting),Mahalle/semt: Fikirtepe — konum ara kutusuna yazıp yarıçap seçin
GT | Search | Kamera ile Gider Kontrolu | Anadolu,"Erenköy, Kadıköy, İstanbul",Yarıçap 3 km (radius targeting),Mahalle/semt: Erenköy — konum ara kutusuna yazıp yarıçap seçin
GT | Search | Kamera ile Gider Kontrolu | Anadolu,"Göztepe, Kadıköy, İstanbul",Yarıçap 3 km (radius targeting),Mahalle/semt: Göztepe — konum ara kutusuna yazıp yarıçap seçin
GT | Search | Kamera ile Gider Kontrolu | Anadolu,"Caddebostan, Kadıköy, İstanbul",Yarıçap 3 km (radius targeting),Mahalle/semt: Caddebostan — konum ara kutusuna yazıp yarıçap seçin
GT | Search | Kamera ile Gider Kontrolu | Anadolu,"Suadiye, Kadıköy, İstanbul",Yarıçap 3 km (radius targeting),Mahalle/semt: Suadiye — konum ara kutusuna yazıp yarıçap seçin
GT | Search | Kamera ile Gider Kontrolu | Anadolu,"Bağdat Caddesi, Kadıköy, İstanbul",Yarıçap 3 km (radius targeting),Mahalle/semt: Bağdat Caddesi — konum ara kutusuna yazıp yarıçap seçin
GT | Search | Kamera ile Gider Kontrolu | Anadolu,"Üsküdar, İstanbul, Türkiye",İlçe (doğrudan hedefle),Google Ads listesinde ilçe olarak bulunur
GT | Search | Kamera ile Gider Kontrolu | Anadolu,"Çengelköy, Üsküdar, İstanbul",Yarıçap 3 km (radius targeting),Mahalle/semt: Çengelköy — konum ara kutusuna yazıp yarıçap seçin
GT | Search | Kamera ile Gider Kontrolu | Anadolu,"Kuzguncuk, Üsküdar, İstanbul",Yarıçap 3 km (radius targeting),Mahalle/semt: Kuzguncuk — konum ara kutusuna yazıp yarıçap seçin
GT | Search | Kamera ile Gider Kontrolu | Anadolu,"Beylerbeyi, Üsküdar, İstanbul",Yarıçap 3 km (radius targeting),Mahalle/semt: Beylerbeyi — konum ara kutusuna yazıp yarıçap seçin
GT | Search | Kamera ile Gider Kontrolu | Anadolu,"Kandilli, Üsküdar, İstanbul",Yarıçap 3 km (radius targeting),Mahalle/semt: Kandilli — konum ara kutusuna yazıp yarıçap seçin
GT | Search | Kamera ile Gider Kontrolu | Anadolu,"Kanlıca, Beykoz, İstanbul",Yarıçap 3 km (radius targeting),Mahalle/semt: Kanlıca — konum ara kutusuna yazıp yarıçap seçin
GT | Search | Kamera ile Gider Kontrolu | Anadolu,"Acarkent, Beykoz, İstanbul",Yarıçap 3 km (radius targeting),Mahalle/semt: Acarkent — konum ara kutusuna yazıp yarıçap seçin
GT | Search | Kamera ile Gider Kontrolu | Anadolu,"Beykoz, İstanbul, Türkiye",İlçe (doğrudan hedefle),Google Ads listesinde ilçe olarak bulunur
GT | Search | Kamera ile Gider Kontrolu | Anadolu,"Maltepe, İstanbul, Türkiye",İlçe (doğrudan hedefle),Google Ads listesinde ilçe olarak bulunur
GT | Search | Kamera ile Gider Kontrolu | Anadolu,"Küçükyalı, Maltepe, İstanbul",Yarıçap 3 km (radius targeting),Mahalle/semt: Küçükyalı — konum ara kutusuna yazıp yarıçap seçin
GT | Search | Kamera ile Gider Kontrolu | Anadolu,"Kartal, İstanbul, Türkiye",İlçe (doğrudan hedefle),Google Ads listesinde ilçe olarak bulunur
GT | Search | Kamera ile Gider Kontrolu | Anadolu,"Pendik, İstanbul, Türkiye",İlçe (doğrudan hedefle),Google Ads listesinde ilçe olarak bulunur
GT | Search | Kamera ile Gider Kontrolu | Anadolu,"Kurtköy, Pendik, İstanbul",Yarıçap 3 km (radius targeting),Mahalle/semt: Kurtköy — konum ara kutusuna yazıp yarıçap seçin
GT | Search | Kamera ile Gider Kontrolu | Anadolu,"Tuzla, İstanbul, Türkiye",İlçe (doğrudan hedefle),Google Ads listesinde ilçe olarak bulunur
GT | Search | Kamera ile Gider Kontrolu | Anadolu,"Ataşehir, İstanbul, Türkiye",İlçe (doğrudan hedefle),Google Ads listesinde ilçe olarak bulunur
GT | Search | Kamera ile Gider Kontrolu | Anadolu,"İçerenköy, Ataşehir, İstanbul",Yarıçap 3 km (radius targeting),Mahalle/semt: İçerenköy — konum ara kutusuna yazıp yarıçap seçin
GT | Search | Kamera ile Gider Kontrolu | Anadolu,"Kayışdağı, Ataşehir, İstanbul",Yarıçap 3 km (radius targeting),Mahalle/semt: Kayışdağı — konum ara kutusuna yazıp yarıçap seçin
GT | Search | Kamera ile Gider Kontrolu | Anadolu,"Ferhatpaşa, Ataşehir, İstanbul",Yarıçap 3 km (radius targeting),Mahalle/semt: Ferhatpaşa — konum ara kutusuna yazıp yarıçap seçin
GT | Search | Kamera ile Gider Kontrolu | Anadolu,"Ümraniye, İstanbul, Türkiye",İlçe (doğrudan hedefle),Google Ads listesinde ilçe olarak bulunur
GT | Search | Kamera ile Gider Kontrolu | Anadolu,"Dudullu, Ümraniye, İstanbul",Yarıçap 3 km (radius targeting),Mahalle/semt: Dudullu — konum ara kutusuna yazıp yarıçap seçin
GT | Search | Kamera ile Gider Kontrolu | Anadolu,"Çekmeköy, İstanbul, Türkiye",İlçe (doğrudan hedefle),Google Ads listesinde ilçe olarak bulunur
GT | Search | Kamera ile Gider Kontrolu | Anadolu,"Alemdağ, Çekmeköy, İstanbul",Yarıçap 3 km (radius targeting),Mahalle/semt: Alemdağ — konum ara kutusuna yazıp yarıçap seçin
GT | Search | Kamera ile Gider Kontrolu | Anadolu,"Taşdelen, Çekmeköy, İstanbul",Yarıçap 3 km (radius targeting),Mahalle/semt: Taşdelen — konum ara kutusuna yazıp yarıçap seçin
GT | Search | Kamera ile Gider Kontrolu | Anadolu,"Reşadiye, Çekmeköy, İstanbul",Yarıçap 3 km (radius targeting),Mahalle/semt: Reşadiye — konum ara kutusuna yazıp yarıçap seçin
GT | Search | Kamera ile Gider Kontrolu | Anadolu,"Yenidoğan, Sancaktepe, İstanbul",Yarıçap 3 km (radius targeting),Mahalle/semt: Yenidoğan — konum ara kutusuna yazıp yarıçap seçin
GT | Search | Kamera ile Gider Kontrolu | Anadolu,"Sultanbeyli, İstanbul, Türkiye",İlçe (doğrudan hedefle),Google Ads listesinde ilçe olarak bulunur
